"A0002500","H0001700","H0002500","H0013700","H0014800","R0000100","R0000600","R0006500","R0006700","R0007900","R0008100","R0188000","R0214700","R0214800","R0217900","R0217910","R0223100","R0223500","R0402800","R0612100","R0828400","R1075700","R1451400","R1798600","R2160200","R2369100","R2500000","R2900000","R3100000","R3500000","R3700000","R4100300","R4500300","R5200300","R5800200","R6530300","R7090700","R7800600","T0001000","T1200800","T2260700","T3195700","T3966800","T3967300","T3977400","T3987600","T4112300","T4112500","T4113000"
445,-4,-4,-4,-4,113,16,-2,-4,-2,-4,-4,3,1,-2,-3,-4,-4,-4,-4,1,12,1,1,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,114,22,6,-4,7,-4,-4,3,1,-2,-3,1,1,11,-4,11,11,11,11,-5,11,-5,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,115,18,10,-4,12,-4,-4,3,2,52300,0,-4,-4,3,3,11,11,11,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,116,15,10,-4,12,-4,-4,3,2,52300,0,-4,-4,-4,-4,-4,3,3,-5,-5,-5,-5,-5,-5,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,117,19,10,-4,12,-4,1,3,1,52300,0,-4,-4,6,6,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,50000,62000,-2,-3,15
445,-4,-4,-4,-4,118,17,-2,-4,8,-4,-4,3,2,14000,0,1,1,11,11,11,11,11,11,19,-5,-5,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,119,21,11,1,8,1,-4,3,1,7400,0,1,1,-4,11,11,11,11,11,11,6,11,11,11,11,16,11,11,11,11,11,11,11,11,11,11,11,-4,-4,22000,-4,22000,0,16
445,-4,-4,-4,3,120,17,16,-4,12,-4,-4,3,1,60000,0,-4,-4,-4,3,3,3,17,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,3,3000,-4,153000,0,16
445,-4,3,-4,-4,121,14,17,-4,15,-4,-4,3,2,60000,0,-4,-4,-4,-4,-4,3,17,19,19,11,11,19,19,19,19,19,19,19,19,19,19,19,11,11,11,11,-4,-4,60000,-4,-2,-3,17
445,-4,-4,-4,-4,122,17,11,-4,10,-4,-4,3,1,12000,0,-4,-4,-4,-4,-4,17,17,11,11,11,11,11,11,11,11,11,11,11,11,-5,11,11,11,11,11,11,-4,-4,75000,60000,215000,0,12
445,-4,-4,-4,-4,123,16,16,-4,16,-4,-4,3,1,-2,-3,-4,-4,-4,-4,-4,-4,17,11,-5,11,11,11,11,-5,-5,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,1,-4,-4,124,18,14,0,14,-4,-4,3,2,-2,-3,0,-4,-4,3,-4,-4,17,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,250,-4,12250,1,15
445,-4,4,-4,-4,125,22,12,0,14,-4,-4,3,1,30000,0,0,-4,-4,11,11,11,11,11,11,-5,-5,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,2,-4,-4,126,20,14,0,15,-4,-4,3,1,30000,0,0,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,65000,-2,-2,-3,14
445,-4,-4,-4,-4,127,19,12,-4,12,-4,-4,3,1,15000,0,-4,-4,-4,-4,3,6,17,19,19,-5,-5,-5,-5,4,6,19,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,128,20,10,-4,12,-4,-4,3,2,-2,-3,-4,-4,-4,11,-4,11,11,11,11,11,11,11,11,11,11,11,11,-5,11,11,11,-5,11,11,11,11,-4,-4,-2,-4,-2,-3,12
445,3,-4,-4,-4,129,18,13,-4,14,-4,-4,3,1,45000,0,-4,-4,-4,-4,3,-4,-4,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,94000,-4,94050,0,16
445,-4,-4,-4,-4,130,19,0,1,-2,1,11,3,2,0,1,1,1,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,131,19,13,1,15,1,11,3,2,0,1,1,1,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,132,19,-2,1,14,1,11,3,2,-3,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,133,16,10,-4,11,-4,-4,3,2,25000,0,-4,-4,-4,-4,-4,-4,17,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,11,-4,-4,0,45000,45000,0,12
445,-4,-4,-4,-4,134,17,9,-4,12,-4,-4,3,1,-3,-3,-4,-4,-4,-4,-4,-4,-4,18,19,-5,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,11,-5,-5,-5,-5,-5,-5,-5,-5
445,1,-4,-4,-4,135,14,9,-4,12,-4,-4,3,1,-3,-3,-4,-4,-4,-4,-4,-4,-4,18,19,19,11,19,11,11,11,11,11,11,11,11,11,11,-5,11,11,11,-4,-4,80000,80000,160300,0,16
445,-4,-4,-1,-4,136,21,-2,-4,12,-4,-4,3,2,-2,-3,-4,-4,-4,-5,-4,-4,-4,18,18,19,11,19,11,19,19,19,19,19,19,19,19,11,11,19,11,11,-4,-4,0,-4,-2,-3,12
445,-4,-4,-4,-4,137,17,13,-4,16,-4,-4,3,2,40000,0,-4,-4,3,3,-4,11,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,174030,90000,264030,0,16
445,-4,-4,-4,-4,138,16,14,-4,16,-4,-4,3,2,40000,0,-4,-4,-4,3,3,-4,-4,19,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,0,140000,186000,0,16
445,-4,-4,-4,-4,139,15,16,-4,16,-4,-4,3,1,40000,0,-4,-4,-4,-4,-4,1,-4,11,11,11,11,19,11,11,11,19,-5,-5,11,11,11,11,11,11,11,11,-4,-4,80000,-4,81000,0,15
445,-4,-4,-4,-4,140,20,15,-4,12,-4,-4,3,2,36000,0,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,75000,0,225000,0,17
445,-4,-4,-4,6,141,16,12,-4,16,-4,-4,3,2,29000,0,-4,-4,-4,3,3,3,3,11,11,3,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,11,11,-4,6,65000,60000,125200,0,18
445,3,-4,-4,4,142,19,9,-4,10,0,-4,3,1,17000,0,-4,0,-4,-4,-4,-4,-4,11,-5,-5,11,11,11,11,11,11,11,-5,11,11,-5,-5,-5,-5,11,11,-4,-4,62000,-2,-2,-3,12
445,-2,-4,-4,-4,143,17,10,-4,10,0,-4,3,2,17000,0,1,0,11,11,11,11,11,11,11,-5,-5,-5,-5,11,11,11,11,11,11,-5,-5,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5
445,3,-4,-4,-4,144,14,9,-4,10,0,-4,3,2,17000,0,-4,0,-4,-4,-4,-4,-4,18,18,19,11,11,16,11,11,11,11,11,11,11,11,11,11,-5,11,11,-4,-4,14625,0,44025,0,12
445,-4,-4,-4,-4,145,16,12,-4,12,-4,-4,3,1,12000,0,-4,-4,-4,-4,-4,17,-4,19,19,19,19,19,19,19,19,19,19,19,16,11,11,11,19,19,19,19,-4,-4,16000,-4,-2,-3,12
445,-4,-4,-4,-4,146,15,12,-4,12,-4,-4,3,1,12000,0,-4,-4,-4,-4,-4,17,1,2,11,-5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,93000,-4,94000,0,12
445,5,3,-4,-4,147,17,10,-4,12,-4,-4,3,2,22000,0,-4,-4,-4,-4,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,15600,85000,100600,0,14
445,-4,-4,-4,-4,148,16,12,-4,12,-4,-4,3,1,22000,0,-4,-4,-4,-4,-4,-4,-4,19,19,19,11,11,11,11,11,11,11,11,11,19,19,11,11,19,11,19,-4,-4,47000,-4,-2,-3,12
445,-4,-4,-4,-4,149,15,11,-4,12,-4,-4,3,2,22000,0,-4,-4,-4,-4,-4,-4,17,19,19,19,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,114000,70000,184100,0,12
445,-4,-4,-4,-4,150,19,12,-4,14,-4,-4,3,1,35000,0,-4,-4,-4,-4,11,-4,17,19,19,19,11,19,11,11,19,11,19,11,11,19,19,11,11,19,11,11,-4,-4,0,-4,39016,0,12
445,-4,-4,-4,-4,151,21,12,-4,12,-4,-4,3,2,35000,0,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3,-4,-4,-4,152,17,12,-4,12,-4,-4,3,2,35000,0,-4,-4,-4,-4,-4,11,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,114000,50000,177936,0,12
445,-4,-4,-4,-4,153,16,12,-4,13,-4,-4,3,2,25000,0,-5,-5,-5,-5,-5,-5,-5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,0,-4,16560,0,12
445,-4,-4,-4,-4,154,14,12,-4,12,-4,-4,3,2,25000,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,155,15,12,-4,12,-4,-4,3,1,18000,0,-4,-4,-4,-4,11,11,17,16,13,11,11,11,16,19,11,11,11,11,11,11,11,11,-5,-5,11,11,-4,-4,10000,-4,11100,0,9
445,3,-4,-4,-4,156,21,12,1,17,1,-4,3,1,0,1,-5,-5,-5,11,11,11,11,11,11,-5,-5,-5,11,11,11,11,11,-5,-5,11,11,11,11,11,11,11,-4,-4,0,-4,0,1,11
445,-4,-4,-4,6,157,17,12,-4,16,-4,-4,3,2,35000,0,-4,-4,-4,-4,-4,11,11,11,11,11,11,11,11,19,19,19,11,-5,11,-5,11,-5,-5,11,11,11,-4,6,125000,115000,240000,0,19
445,-4,-4,-4,-4,158,20,12,-4,16,-4,-4,3,2,35000,0,-4,-4,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,11,-4,-4,65000,45000,110000,0,17
445,-4,-4,-4,-4,159,18,12,-4,16,-4,-4,3,2,35000,0,-4,-4,-4,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,5,-4,160,19,8,-4,8,-4,-4,3,2,17000,0,-4,-4,-4,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,80000,45000,125050,0,14
445,-4,-4,5,-4,161,17,-2,-4,7,-4,-4,3,2,17000,0,-4,-4,-4,-4,-4,-4,-4,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,-4,52000,100000,152000,0,12
445,1,-4,-4,-4,162,17,16,-4,17,-4,-4,3,1,24000,0,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,163,16,16,-4,18,-4,-4,3,1,24000,0,-4,-4,-4,3,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3,-4,-4,3,164,19,12,-4,12,-4,-4,3,2,-2,-3,1,1,11,11,-4,-5,-5,11,19,19,11,11,11,11,11,11,11,11,-5,11,-5,-5,-5,-5,-5,11,-4,3,47000,-4,47000,0,12
445,3,-4,-4,-4,165,18,10,-4,12,-4,-4,3,2,20000,0,-4,-4,-4,-4,-4,17,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,50000,118000,168000,0,12
445,3,-4,-4,-4,166,17,10,-4,12,-4,-4,3,1,20000,0,-4,-4,-4,-4,-4,11,-4,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,11,-4,-4,68000,95000,163500,0,13
445,-4,-4,-4,-4,167,19,12,-4,12,-4,-4,3,2,-2,-3,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,168,17,6,-4,10,1,-4,2,1,3874,1,-4,1,-4,11,-5,17,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,11,11,-4,-4,2160,-4,2160,1,16
445,-4,-4,-4,-4,169,16,6,-4,10,1,-4,2,2,3874,1,-4,1,-4,-5,-5,17,-4,19,-5,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,11,11,-4,-4,0,-4,0,1,14
445,1,-4,-4,-4,170,22,12,-4,8,0,-4,3,2,-2,-3,-4,0,-4,-5,-4,11,17,19,19,19,19,19,19,19,19,19,11,19,19,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,171,17,13,-4,12,-4,-4,3,1,-1,-3,-4,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,114000,66000,-2,-3,16
445,-2,4,-4,-4,172,21,12,0,-2,0,-3,3,2,3162,0,0,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,0,-4,11220,1,9
445,-4,-4,-4,-4,173,16,10,-4,7,1,-4,3,1,5000,1,-4,1,-4,-5,-5,11,11,11,11,-5,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,174,18,13,-4,12,-4,-4,1,2,30000,0,-4,-4,-4,11,11,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,65000,35000,-2,-3,13
445,-4,-4,3,3,175,21,12,1,9,1,-3,3,2,6600,0,-5,-5,-5,11,11,11,11,11,11,-5,-5,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,11,11,11,-4,-4,10000,-4,24400,0,14
445,-4,-4,-4,-4,176,19,12,-4,12,-4,-4,3,2,-2,-3,-4,-4,3,3,-4,6,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,177,18,12,-4,12,-4,-4,3,1,8813,0,-4,-4,-4,-4,-4,-4,-4,18,18,11,19,19,11,11,11,11,-5,-5,11,-5,-5,-5,-5,-5,11,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,3,-4,178,20,12,-4,14,-4,-4,3,1,-2,-3,-4,-4,-4,-4,-4,17,-4,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,65000,45000,112000,0,16
445,-4,-4,-4,-4,179,20,11,-4,12,1,-4,3,2,10000,0,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,40000,45000,85200,0,12
445,-4,-4,-4,-4,180,21,12,1,16,1,11,3,2,18698,0,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,1,-4,-4,181,20,14,0,12,-4,-4,3,1,12000,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,11,11,11,11,11,11,11,11,-4,-4,85000,13000,98000,0,12
445,-4,-4,-4,-4,182,14,-2,0,-2,-4,-4,3,1,12000,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,11,11,-4,-4,0,-4,9144,1,13
445,1,-4,-4,-4,183,20,12,-4,12,-4,-4,3,2,23000,0,-4,-4,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5
445,1,-4,-4,-4,184,18,12,-4,12,-4,-4,3,2,23000,0,-4,-4,-4,-4,-4,-4,-4,18,11,11,19,19,19,19,19,11,11,11,11,11,11,11,11,11,11,11,-4,-4,41000,20000,61000,0,16
445,1,-4,-4,-4,185,14,12,-4,12,-4,-4,3,1,23000,0,-4,-4,-4,-4,-4,-4,-4,18,11,19,19,11,11,19,19,19,11,19,19,19,19,11,11,19,19,19,-4,-4,56000,-4,-2,-3,12
445,1,-4,-4,-4,186,19,12,-4,12,-4,-4,3,2,30000,0,-4,-4,3,11,11,11,17,19,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,110000,-4,110000,0,18
445,-4,-4,-4,-4,187,14,12,-4,12,-4,-4,3,1,30000,0,-4,-4,-4,-4,-4,-4,-4,19,19,19,19,19,19,19,19,19,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,188,20,10,-4,12,-4,-4,3,2,22000,0,-4,-4,-4,-4,-4,-4,11,-5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,12000,-4,12000,0,10
445,-4,1,-4,-4,189,21,10,1,12,1,11,3,1,-2,-3,-4,-4,-4,-4,11,-4,17,19,18,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,130000,-4,150000,0,16
445,-4,-4,-4,-4,190,17,16,-4,17,-4,-4,3,2,26000,0,-4,-4,-4,3,3,3,-4,19,11,11,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,142000,-4,157000,0,18
445,-4,-4,-4,-4,191,15,16,-4,17,-4,-4,3,1,26000,0,-4,-4,-4,-4,3,3,-4,19,19,19,19,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,150000,60000,212000,0,19
445,-4,3,-4,-4,192,15,12,-4,12,-4,-4,3,2,20000,0,-4,-4,-4,-4,-4,-4,-4,19,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,35000,272295,497763,0,16
445,-4,-4,-4,-4,193,21,12,-4,12,-4,-4,3,1,28000,0,-4,-4,-4,-4,-4,-4,17,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,130000,0,130690,0,16
445,-4,-4,-4,-4,194,14,12,-4,12,-4,-4,3,1,28000,0,-4,-4,-4,-4,-4,-4,-4,19,19,19,19,11,11,11,11,-5,-5,-5,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,1,-4,195,19,10,-4,16,-4,-4,3,1,31000,0,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,150000,25000,175100,0,18
445,-4,-4,-4,-4,196,14,20,-4,16,-4,-4,3,1,70000,0,-4,-4,-4,-4,-4,-4,17,19,19,19,19,19,19,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,1,197,16,11,-4,12,-4,-4,3,2,25000,0,-4,-4,-4,-4,-4,-4,17,19,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,11,-4,1,29379,-4,29379,0,12
445,-4,-4,-4,-4,198,15,16,-4,17,-4,-4,3,1,30000,0,-4,-4,-4,-4,-4,-4,17,19,19,19,19,11,11,11,-5,11,11,11,11,11,11,11,11,11,11,11,-4,-4,343830,18000,243500,0,18
445,3,-4,-4,1,199,20,12,-4,12,-4,-4,3,1,65000,0,-4,-4,-4,-4,-4,-4,17,19,19,19,11,11,-5,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,0,0,15174,0,12
445,-4,-4,3,-4,200,20,16,1,12,1,11,3,2,25200,0,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,40000,62000,106114,0,12
445,3,-4,-4,-4,201,21,13,-4,20,-4,-4,3,1,49000,0,-4,-4,-4,-4,-4,-4,17,11,11,11,11,11,11,11,11,11,11,11,11,-5,11,11,11,11,11,11,-4,-4,10000,272295,241000,0,16
445,-4,3,-4,-4,202,18,16,-4,16,-3,11,3,1,4300,0,1,1,16,11,11,11,11,-5,-5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,13000,-4,19500,0,14
445,-4,-4,-4,-4,203,21,10,-4,-2,-2,-4,1,2,6159,0,-4,0,-4,-4,-4,17,11,-5,-5,-5,-5,-5,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,1,6,-4,204,21,5,-4,16,1,-3,1,2,-3,-3,1,1,11,-5,-5,11,-5,-5,-5,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,11,11,-4,-4,4400,-4,4400,1,12
445,1,-4,-4,-4,205,21,-2,1,12,1,11,1,2,11960,0,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,-1,-1,-1,-3,12
445,-4,-4,-4,-4,206,16,11,-4,12,-4,-4,3,1,13000,0,-4,-4,-4,-5,-4,11,-5,-5,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1,-4,-4,-4,207,16,9,-4,10,-4,-4,3,1,13000,0,-4,-4,-4,-4,-4,-4,17,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5
445,4,-4,-4,-4,208,20,-2,1,-2,1,11,3,2,7800,0,1,1,11,11,11,11,11,11,11,-5,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1,-4,-4,-4,209,18,12,1,-3,-3,-4,3,1,48000,0,-4,1,-4,-4,-4,17,17,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,210,16,12,-4,12,-4,-4,3,1,20000,0,-4,-4,-4,-5,3,3,3,19,19,19,11,11,11,11,11,11,11,19,-5,11,11,11,11,11,11,11,-4,-4,65000,92000,157250,0,16
445,-4,-4,-4,-4,211,15,12,-4,12,-4,-4,3,2,20000,0,-4,-4,-4,-4,-4,3,-4,19,19,19,19,19,19,19,19,19,11,11,11,11,11,11,11,11,11,11,-4,-4,5000,40000,47900,0,16
445,-4,-4,-4,-4,212,18,12,-4,16,-4,-4,3,1,-3,-3,-4,-4,-4,-4,-4,11,-4,19,11,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,50000,45000,265000,0,12
445,-4,-4,-4,-4,213,16,12,-4,16,-4,-4,3,1,-1,-3,-4,-4,-4,-4,3,3,3,3,11,19,19,11,11,11,11,11,11,11,11,11,19,19,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,214,14,12,-4,16,-4,-4,3,1,-1,-3,-4,-4,-4,-4,-4,-4,-4,19,19,19,19,19,19,19,19,19,11,11,11,11,11,11,11,11,11,11,-4,-4,125000,0,146600,0,15
445,-4,-4,-4,-4,215,18,12,-4,12,-4,-4,3,1,30000,0,-4,-4,-4,-4,-4,-4,-4,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,216,18,11,-4,14,-4,-4,3,2,21100,0,-4,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,11,11,-5,-5,-5,-5,-5,-5,11,11,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,217,16,12,-4,14,-4,-4,3,1,-3,-3,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,3,-1,-4,218,21,12,0,12,1,-4,3,1,15000,0,0,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,343830,15000,497763,0,16
445,-4,-4,-4,-4,219,19,12,-4,11,-4,-4,3,2,55000,0,-4,-4,-4,-4,-4,-4,17,19,19,19,19,11,19,19,19,19,11,11,11,11,11,11,11,11,11,11,-4,-4,124500,72000,197500,0,20
445,-4,-4,-4,-1,220,17,12,-4,12,-4,-4,3,2,55000,0,-4,-4,-4,-4,-4,3,17,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-1,122000,-4,122200,0,20
445,-4,3,-4,-4,221,14,-2,-4,-2,1,-4,2,2,8400,1,-4,1,-4,-4,-4,-4,-4,19,19,19,11,19,11,19,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,4000,-4,18920,0,12
445,-4,1,-4,-4,222,17,9,-4,-2,1,-4,2,1,8600,1,-4,1,-4,-4,-4,-4,-4,19,19,19,19,19,19,11,11,11,11,11,19,11,11,11,6,11,11,11,-4,-4,0,-4,8148,1,9
445,-4,4,-4,-4,223,16,-2,-4,-2,1,-4,2,1,8900,1,-4,1,-4,-4,-4,11,11,11,19,19,11,11,11,11,11,11,11,11,19,19,11,11,11,11,11,11,-4,-4,70000,22000,96700,0,12
445,3,-4,-4,6,224,18,9,-4,-2,1,-4,2,2,8400,1,-4,1,-4,-4,-4,11,11,-5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,14040,-4,14040,1,12
445,-4,-4,-4,-4,225,18,9,-4,-2,1,-4,1,1,9156,0,-4,1,-4,-4,-4,-4,17,19,19,19,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,226,15,9,-4,6,1,-4,1,1,9156,0,-5,-5,-5,-4,11,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
